scenario,realization,save_path,n,request_failure_pct,service_delay_pct,avg_wait_min,elapsed_min
BCsD_sup0.8-C2i23,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.8-C2i23_r2/simulation_1,4638,9.53,8.437,13.93,0.9
BCsD_dm0.9-C2i23,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm0.9-C2i23_r2/simulation_1,4192,0.0,4.747,10.948,0.9
BCsD_dm1.1-C2i23,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.1-C2i23_r2/simulation_1,5100,4.745,6.999,12.477,1.1
BCsD_dmod-C2i23,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmod-C2i23_r2/simulation_1,4521,1.703,7.066,12.222,1.0
BCsD_dmsurge-C2i23,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmsurge-C2i23_r2/simulation_1,4994,8.27,6.789,12.292,1.1
BCsD_dm1.2-C2i23,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.2-C2i23_r2/simulation_1,5578,7.332,6.887,12.817,1.1
BCsD_up0.8-C2i23,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.8-C2i23_r2/simulation_1,4926,2.822,6.768,12.367,1.1
BCsD_up0.6-C2i23,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.6-C2i23_r2/simulation_1,5213,3.223,7.909,12.899,1.1
BCsD_dw15-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw15-C2i23_r3/simulation_1,4711,5.392,8.279,13.314,1.0
BCsD_T20-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T20-C2i23_r3/simulation_1,4711,3.035,5.845,11.645,1.1
BCsD_T40-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T40-C2i23_r3/simulation_1,4711,1.04,7.894,12.493,1.1
BCsD_dw5-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw5-C2i23_r3/simulation_1,4711,0.0,1.274,9.259,1.1
BCsD_ds3-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_ds3-C2i23_r3/simulation_1,4711,1.486,6.701,12.137,1.1
BCsD_sup0.9-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.9-C2i23_r3/simulation_1,4711,4.585,7.675,12.843,1.0
BCsD_dm0.9-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm0.9-C2i23_r3/simulation_1,4239,0.0,4.081,10.77,0.9
BCsD_sup0.8-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.8-C2i23_r3/simulation_1,4711,8.194,9.734,14.362,1.0
BCsD_dm1.1-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.1-C2i23_r3/simulation_1,5167,4.529,7.419,12.638,1.0
BCsD_dmsurge-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmsurge-C2i23_r3/simulation_1,5051,7.563,6.661,12.198,1.1
BCsD_dm1.2-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.2-C2i23_r3/simulation_1,5617,6.801,7.144,13.109,1.1
BCsD_dmod-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmod-C2i23_r3/simulation_1,4612,0.997,7.775,12.309,1.0
BCsD_up0.8-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.8-C2i23_r3/simulation_1,4990,1.764,6.712,12.186,1.0
BCsD_T20-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T20-C2i23_r4/simulation_1,4635,2.438,4.998,11.391,1.1
BCsD_up0.6-C2i23,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.6-C2i23_r3/simulation_1,5266,2.507,7.304,12.571,1.2
BCsD_T40-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T40-C2i23_r4/simulation_1,4635,1.143,7.464,12.343,1.0
BCsD_dw15-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw15-C2i23_r4/simulation_1,4635,5.458,8.307,13.269,1.0
BCsD_dw5-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw5-C2i23_r4/simulation_1,4635,0.0,1.489,9.395,1.1
BCsD_ds3-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_ds3-C2i23_r4/simulation_1,4635,1.467,6.262,11.898,1.1
BCsD_sup0.8-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.8-C2i23_r4/simulation_1,4635,9.148,10.639,14.491,0.9
BCsD_sup0.9-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.9-C2i23_r4/simulation_1,4635,4.898,8.076,13.08,1.0
BCsD_dm0.9-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm0.9-C2i23_r4/simulation_1,4173,0.096,2.615,10.27,0.9
BCsD_dm1.1-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.1-C2i23_r4/simulation_1,5109,4.306,7.241,12.747,1.1
BCsD_dm1.2-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.2-C2i23_r4/simulation_1,5555,7.039,7.998,13.305,1.1
BCsD_dmod-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmod-C2i23_r4/simulation_1,4556,1.361,6.075,11.793,1.1
BCsD_dmsurge-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmsurge-C2i23_r4/simulation_1,4969,7.245,6.596,12.047,1.1
BCsD_up0.8-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.8-C2i23_r4/simulation_1,4909,1.854,5.853,11.818,1.1
BCsD_up0.6-C2i23,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.6-C2i23_r4/simulation_1,5184,2.431,6.9,12.321,1.1
BCsD_T20-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T20-C2i23_r5/simulation_1,4657,2.92,6.481,12.051,1.1
BCsD_T40-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T40-C2i23_r5/simulation_1,4656,0.687,8.153,12.973,1.1
BCsD_dw15-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw15-C2i23_r5/simulation_1,4656,5.477,8.316,13.222,1.0
BCsD_dw5-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw5-C2i23_r5/simulation_1,4656,0.0,1.869,9.646,1.1
BCsD_ds3-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_ds3-C2i23_r5/simulation_1,4656,1.568,7.768,12.591,1.1
BCsD_sup0.9-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.9-C2i23_r5/simulation_1,4656,5.09,8.147,13.206,1.0
BCsD_sup0.8-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.8-C2i23_r5/simulation_1,4656,8.913,10.068,14.362,0.9
BCsD_dm0.9-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm0.9-C2i23_r5/simulation_1,4188,0.0,3.725,10.556,1.0
BCsD_dm1.1-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.1-C2i23_r5/simulation_1,5116,4.711,7.774,12.748,1.1
BCsD_dmod-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmod-C2i23_r5/simulation_1,4574,0.94,7.46,12.445,1.0
BCsD_dm1.2-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.2-C2i23_r5/simulation_1,5574,6.943,8.386,13.316,1.1
BCsD_dmsurge-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmsurge-C2i23_r5/simulation_1,4987,7.239,7.804,12.564,1.1
BCsD_up0.8-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.8-C2i23_r5/simulation_1,4934,1.905,7.066,12.293,1.1
BCsD_up0.6-C2i23,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.6-C2i23_r5/simulation_1,5214,2.532,7.91,12.682,1.2
BCsD_dw15-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw15-C2i23_r6/simulation_1,4593,4.224,8.275,13.184,0.9
BCsD_T20-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T20-C2i23_r6/simulation_1,4596,1.675,5.554,11.567,1.0
BCsD_T40-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T40-C2i23_r6/simulation_1,4593,0.022,7.121,12.165,1.0
BCsD_dw5-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw5-C2i23_r6/simulation_1,4593,0.0,1.197,9.091,1.1
BCsD_ds3-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_ds3-C2i23_r6/simulation_1,4593,0.457,6.649,11.912,1.0
BCsD_sup0.9-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.9-C2i23_r6/simulation_1,4593,3.026,8.038,12.985,0.9
BCsD_sup0.8-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.8-C2i23_r6/simulation_1,4593,7.141,10.926,14.505,0.9
BCsD_dm0.9-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm0.9-C2i23_r6/simulation_1,4121,0.0,2.621,9.84,0.9
BCsD_dm1.1-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.1-C2i23_r6/simulation_1,5066,3.06,7.616,12.519,1.0
BCsD_dmsurge-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmsurge-C2i23_r6/simulation_1,4967,6.664,7.83,12.305,1.0
BCsD_dm1.2-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.2-C2i23_r6/simulation_1,5553,5.799,7.685,12.811,1.1
BCsD_dmod-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmod-C2i23_r6/simulation_1,4527,0.133,6.238,11.708,1.0
BCsD_up0.8-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.8-C2i23_r6/simulation_1,4862,0.596,5.814,11.656,1.0
BCsD_up0.6-C2i23,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.6-C2i23_r6/simulation_1,5132,1.013,6.28,12.053,1.1
BCsD_T20-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T20-C2i23_r7/simulation_1,4676,3.015,5.755,11.727,1.0
BCsD_T40-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T40-C2i23_r7/simulation_1,4670,1.349,7.749,12.528,1.0
BCsD_dw15-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw15-C2i23_r7/simulation_1,4670,5.46,8.335,13.351,0.9
BCsD_dw5-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw5-C2i23_r7/simulation_1,4670,0.0,1.285,9.248,1.1
BCsD_sup0.8-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.8-C2i23_r7/simulation_1,4670,8.651,10.173,14.422,0.9
BCsD_ds3-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_ds3-C2i23_r7/simulation_1,4670,1.799,6.563,12.197,1.0
BCsD_sup0.9-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.9-C2i23_r7/simulation_1,4670,4.561,8.212,13.11,0.9
BCsD_dm0.9-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm0.9-C2i23_r7/simulation_1,4197,0.143,4.08,10.811,1.0
BCsD_dm1.1-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.1-C2i23_r7/simulation_1,5109,3.836,7.083,12.568,1.0
BCsD_dm1.2-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.2-C2i23_r7/simulation_1,5551,6.323,7.519,13.124,1.1
BCsD_dmsurge-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmsurge-C2i23_r7/simulation_1,4991,7.734,7.036,12.387,1.0
BCsD_dmod-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmod-C2i23_r7/simulation_1,4636,1.726,6.782,12.166,1.0
BCsD_up0.8-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.8-C2i23_r7/simulation_1,4943,2.023,6.979,12.344,1.1
BCsD_T20-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T20-C2i23_r8/simulation_1,4533,0.684,4.842,11.117,0.9
BCsD_up0.6-C2i23,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.6-C2i23_r7/simulation_1,5212,2.552,8.171,12.776,1.1
BCsD_T40-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T40-C2i23_r8/simulation_1,4532,0.0,5.583,11.621,1.0
BCsD_dw15-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw15-C2i23_r8/simulation_1,4532,3.575,6.865,12.498,0.9
BCsD_dw5-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw5-C2i23_r8/simulation_1,4532,0.0,0.838,8.849,1.0
BCsD_sup0.9-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.9-C2i23_r8/simulation_1,4532,2.538,7.765,12.753,0.9
BCsD_ds3-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_ds3-C2i23_r8/simulation_1,4532,0.0,5.362,11.27,1.0
BCsD_sup0.8-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.8-C2i23_r8/simulation_1,4532,6.377,8.862,13.774,0.8
BCsD_dm0.9-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm0.9-C2i23_r8/simulation_1,4073,0.0,1.694,9.491,0.9
BCsD_dm1.1-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.1-C2i23_r8/simulation_1,4972,2.615,7.476,12.573,1.1
BCsD_dmsurge-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmsurge-C2i23_r8/simulation_1,4876,6.235,5.14,11.5,1.0
BCsD_dmod-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmod-C2i23_r8/simulation_1,4538,0.0,5.862,11.587,0.9
BCsD_dm1.2-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.2-C2i23_r8/simulation_1,5412,5.174,7.502,12.902,1.1
BCsD_up0.8-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.8-C2i23_r8/simulation_1,4818,0.27,5.765,11.637,1.0
BCsD_up0.6-C2i23,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.6-C2i23_r8/simulation_1,5105,0.842,6.974,12.243,1.2
BCsD_T20-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T20-C2i23_r9/simulation_1,4502,1.777,5.902,11.587,1.0
BCsD_T40-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_T40-C2i23_r9/simulation_1,4502,0.178,6.987,11.996,1.0
BCsD_dw15-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw15-C2i23_r9/simulation_1,4502,4.465,7.696,12.761,0.9
BCsD_dw5-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dw5-C2i23_r9/simulation_1,4502,0.0,1.466,8.984,1.1
BCsD_ds3-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_ds3-C2i23_r9/simulation_1,4502,0.267,6.882,11.901,1.0
BCsD_sup0.9-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.9-C2i23_r9/simulation_1,4502,3.643,7.746,12.719,0.9
BCsD_sup0.8-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_sup0.8-C2i23_r9/simulation_1,4502,7.019,8.839,13.602,0.9
BCsD_dm0.9-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm0.9-C2i23_r9/simulation_1,4053,0.0,2.467,9.936,0.9
BCsD_dmsurge-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmsurge-C2i23_r9/simulation_1,4815,6.127,6.704,11.856,1.0
BCsD_dm1.1-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.1-C2i23_r9/simulation_1,4953,2.564,7.335,12.175,1.1
BCsD_dm1.2-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dm1.2-C2i23_r9/simulation_1,5406,5.031,7.109,12.523,1.1
BCsD_dmod-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_dmod-C2i23_r9/simulation_1,4517,0.797,6.539,11.874,1.0
BCsD_up0.8-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.8-C2i23_r9/simulation_1,4775,1.026,5.84,11.68,1.0
BCsD_up0.6-C2i23,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/BCsD_up0.6-C2i23_r9/simulation_1,5047,1.565,7.166,12.112,1.1
base,1,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/base_r1/simulation_1,5993,25.496,35.722,26.443,1.3
base,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/base_r2/simulation_1,6080,24.704,32.46,25.005,1.3
F782,2,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r2/simulation_1,6080,10.921,12.962,15.454,1.3
F782,1,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r1/simulation_1,5993,9.244,13.642,15.466,1.3
F782,0,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r0/simulation_1,5931,7.183,10.881,14.252,1.4
F782,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r3/simulation_1,6099,9.264,12.848,15.251,1.4
base,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/base_r4/simulation_1,6011,25.537,35.88,26.339,0.9
F782,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r6/simulation_1,5959,8.542,10.459,14.064,0.9
base,3,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/base_r3/simulation_1,6099,25.742,35.46,26.152,1.0
base,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/base_r5/simulation_1,6061,26.398,38.444,27.434,1.0
F782,4,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r4/simulation_1,6011,9.849,11.663,14.872,1.0
F782,5,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r5/simulation_1,6061,9.982,13.398,15.583,1.0
base,6,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/base_r6/simulation_1,5959,21.447,29.46,23.776,0.9
base,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/base_r8/simulation_1,5958,24.354,34.546,26.026,0.9
base,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/base_r7/simulation_1,6035,22.767,28.02,23.145,1.0
F782,7,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r7/simulation_1,6035,9.992,14.323,15.938,1.0
F782,8,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r8/simulation_1,5958,8.543,11.892,14.562,1.0
F782,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/F782_r9/simulation_1,5873,8.684,12.083,14.651,1.0
base,9,/Users/jihoyeo/research/dtumos-paratransit/revision_runs_2026/simul_result/base_r9/simulation_1,5873,21.829,31.279,24.712,1.0
