scenario,realization,save_path,n,request_failure_pct,service_delay_pct,avg_wait_min,elapsed_min
BCt100D_dw15,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dw15_r5/simulation_1,4658,8.351,9.276,13.927,0.9
base_sup0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_sup0.9_r5/simulation_1,6061,33.922,40.4,28.475,0.8
BCt100D_sup0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_sup0.9_r5/simulation_1,4658,7.621,8.482,13.45,0.9
base_sup0.8,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_sup0.8_r5/simulation_1,6061,40.917,41.329,28.223,0.8
BCt100D_sup0.8,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_sup0.8_r5/simulation_1,4658,11.507,12.227,15.487,0.8
base_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm0.9_r5/simulation_1,5454,17.29,30.88,24.103,0.9
BCt100D_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm0.9_r5/simulation_1,4189,2.698,3.606,10.628,0.8
BCt100D_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm1.1_r5/simulation_1,5119,7.365,8.098,13.063,0.9
base_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm1.1_r5/simulation_1,6655,32.547,37.625,27.264,1.0
base_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm1.2_r5/simulation_1,7251,37.457,36.979,26.88,1.0
BCt100D_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm1.2_r5/simulation_1,5577,9.808,9.662,14.155,0.9
base_dmsurge,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dmsurge_r5/simulation_1,6495,31.671,38.801,27.507,1.0
BCt100D_dmsurge,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmsurge_r5/simulation_1,4989,10.122,6.713,12.341,0.9
F644_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm0.9_r5/simulation_1,5454,12.193,19.545,18.704,0.9
F644_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm1.1_r5/simulation_1,6655,28.85,36.579,26.679,1.0
F644_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm1.2_r5/simulation_1,7251,34.809,37.952,27.376,0.9
F674_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm0.9_r5/simulation_1,5454,10.598,15.525,16.812,0.9
F674_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm1.1_r5/simulation_1,6655,26.356,37.829,27.078,1.0
F674_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm1.2_r5/simulation_1,7251,31.527,38.006,27.213,1.0
F705_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm0.9_r5/simulation_1,5454,9.589,14.155,15.959,0.9
F705_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm1.1_r5/simulation_1,6655,22.209,34.402,25.604,1.0
F736_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm0.9_r5/simulation_1,5454,7.756,13.635,15.559,0.9
F705_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm1.2_r5/simulation_1,7251,28.672,36.079,26.584,1.0
F736_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm1.1_r5/simulation_1,6655,16.664,24.973,21.841,1.0
F766_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm0.9_r5/simulation_1,5454,6.417,11.148,14.467,0.9
F736_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm1.2_r5/simulation_1,7251,25.321,32.65,25.07,1.1
F766_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm1.1_r5/simulation_1,6655,13.809,16.736,17.627,1.0
F797_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm0.9_r5/simulation_1,5454,5.794,8.116,13.025,0.9
F766_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm1.2_r5/simulation_1,7251,20.025,26.953,22.745,1.0
F797_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm1.1_r5/simulation_1,6655,12.772,14.953,16.654,1.1
F782_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm0.9_r5/simulation_1,5454,5.977,9.672,13.751,1.0
F797_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm1.2_r5/simulation_1,7251,17.06,23.512,21.282,1.1
F782_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm1.1_r5/simulation_1,6655,13.253,16.248,17.111,1.1
F870_dm0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm0.9_r5/simulation_1,5454,3.924,5.649,11.227,1.0
F782_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm1.2_r5/simulation_1,7251,19.735,27.44,22.726,1.1
F870_dm1.1,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm1.1_r5/simulation_1,6655,8.956,12.906,15.271,1.1
base_T20,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T20_r6/simulation_1,5959,21.447,25.486,21.835,0.9
F870_dm1.2,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm1.2_r5/simulation_1,7251,11.874,15.008,16.449,1.1
BCt100D_T20,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T20_r6/simulation_1,4600,4.0,4.031,11.05,0.9
base_T25,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T25_r6/simulation_1,5959,20.926,25.594,21.82,0.8
BCt100D_T25,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T25_r6/simulation_1,4600,3.891,4.049,11.081,0.8
base_T35,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T35_r6/simulation_1,5959,22.873,33.399,25.516,0.9
BCt100D_T35,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T35_r6/simulation_1,4600,3.717,4.538,11.308,0.8
base_T40,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T40_r6/simulation_1,5959,23.913,38.002,27.52,0.9
BCt100D_T40,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T40_r6/simulation_1,4600,3.522,5.137,11.514,0.8
base_dw5,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dw5_r6/simulation_1,5959,11.629,14.679,16.145,0.8
BCt100D_dw5,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dw5_r6/simulation_1,4600,1.674,3.316,9.924,0.9
base_dw15,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dw15_r6/simulation_1,5959,32.757,38.408,27.511,0.8
BCt100D_dw15,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dw15_r6/simulation_1,4600,7.435,8.807,13.538,0.8
base_sup0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_sup0.9_r6/simulation_1,5959,31.968,39.344,27.829,0.9
BCt100D_sup0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_sup0.9_r6/simulation_1,4600,6.739,6.97,12.856,0.8
base_sup0.8,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_sup0.8_r6/simulation_1,5959,38.798,39.923,27.902,0.8
base_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm0.9_r6/simulation_1,5362,13.596,19.62,19.084,0.9
BCt100D_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm0.9_r6/simulation_1,4128,2.665,3.285,10.126,0.9
BCt100D_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm1.1_r6/simulation_1,5074,6.11,6.801,12.521,0.9
base_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm1.1_r6/simulation_1,6560,30.625,37.728,27.338,1.0
BCt100D_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm1.2_r6/simulation_1,5561,8.829,8.619,13.478,1.0
base_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm1.2_r6/simulation_1,7163,36.326,37.886,27.256,1.0
BCt100D_dmsurge,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmsurge_r6/simulation_1,4974,9.509,6.465,12.19,0.9
base_dmsurge,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dmsurge_r6/simulation_1,6439,27.613,29.65,23.827,0.9
F644_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm0.9_r6/simulation_1,5362,11.358,14.307,16.229,0.9
F644_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm1.1_r6/simulation_1,6560,26.418,35.364,26.198,1.0
F674_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm0.9_r6/simulation_1,5362,10.127,11.434,14.476,0.8
F644_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm1.2_r6/simulation_1,7163,32.668,37.072,26.798,1.0
F674_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm1.1_r6/simulation_1,6560,22.47,32.422,24.926,1.0
F674_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm1.2_r6/simulation_1,7163,29.583,36.261,26.358,1.0
F705_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm0.9_r6/simulation_1,5362,8.765,11.325,14.457,0.9
F705_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm1.1_r6/simulation_1,6560,17.851,24.531,21.52,1.0
F705_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm1.2_r6/simulation_1,7163,26.916,34.441,25.949,1.1
F736_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm0.9_r6/simulation_1,5362,7.143,10.143,13.83,0.8
F736_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm1.1_r6/simulation_1,6560,14.055,18.677,18.326,1.0
F736_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm1.2_r6/simulation_1,7163,21.36,28.28,22.997,1.0
F766_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm0.9_r6/simulation_1,5362,6.229,8.473,12.835,0.8
F766_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm1.1_r6/simulation_1,6560,12.104,14.568,16.473,1.0
F797_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm0.9_r6/simulation_1,5362,5.8,5.662,11.656,0.8
F766_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm1.2_r6/simulation_1,7163,17.87,22.93,20.614,1.1
F797_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm1.1_r6/simulation_1,6560,11.006,14.012,15.687,1.0
F797_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm1.2_r6/simulation_1,7163,14.854,18.085,18.216,1.1
F782_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm0.9_r6/simulation_1,5362,6.005,6.786,12.34,0.9
F782_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm1.1_r6/simulation_1,6560,11.57,15.118,16.498,1.0
F782_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm1.2_r6/simulation_1,7163,16.069,21.59,20.075,1.1
F870_dm0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm0.9_r6/simulation_1,5362,4.122,5.135,10.744,0.9
F870_dm1.1,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm1.1_r6/simulation_1,6560,7.53,11.012,14.096,1.0
F870_dm1.2,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm1.2_r6/simulation_1,7163,10.61,13.868,15.83,1.1
BCt100D_T20,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T20_r7/simulation_1,4676,4.085,6.533,12.246,0.8
base_T20,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T20_r7/simulation_1,6035,22.287,24.733,21.751,0.9
BCt100D_T25,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T25_r7/simulation_1,4676,3.892,7.009,12.29,0.9
base_T25,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T25_r7/simulation_1,6035,22.585,26.991,22.631,0.9
BCt100D_T35,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T35_r7/simulation_1,4676,3.807,7.159,12.413,0.9
base_T35,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T35_r7/simulation_1,6035,23.132,29.812,24.038,1.0
BCt100D_T40,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T40_r7/simulation_1,4676,3.721,7.041,12.467,0.9
base_T40,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T40_r7/simulation_1,6035,23.413,32.021,24.983,1.0
base_dw5,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dw5_r7/simulation_1,6035,13.223,18.98,18.222,0.9
BCt100D_dw5,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dw5_r7/simulation_1,4676,1.326,3.034,9.907,0.9
BCt100D_dw15,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dw15_r7/simulation_1,4676,8.276,12.007,15.091,0.8
base_dw15,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dw15_r7/simulation_1,6035,34.118,39.562,27.801,0.9
base_sup0.9,7,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_sup0.9_r7/simulation_1,6035,33.505,40.394,28.428,0.8
