scenario,realization,save_path,n,request_failure_pct,service_delay_pct,avg_wait_min,elapsed_min
base_T240,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T240_r1/simulation_1,5993,23.861,42.472,34.297,4.0
F870_dm1.2,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm1.2_r0/simulation_1,7135,9.404,13.846,15.97,3.2
BCt100D_T25,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T25_r1/simulation_1,4630,4.06,6.574,12.0,2.4
base_T25,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T25_r1/simulation_1,5993,25.563,35.373,26.082,2.5
base_T35,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T35_r1/simulation_1,5993,25.496,36.17,26.736,2.4
BCt100D_T35,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T35_r1/simulation_1,4630,4.19,6.019,11.677,2.1
BCt100D_T40,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T40_r1/simulation_1,4630,3.996,5.939,11.65,1.8
base_T40,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T40_r1/simulation_1,5993,25.48,36.05,26.532,2.0
BCt100D_dw15,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dw15_r1/simulation_1,4630,7.862,9.611,14.057,1.6
base_dw5,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dw5_r1/simulation_1,5993,12.515,16.079,16.954,1.7
base_dw15,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dw15_r1/simulation_1,5993,34.741,38.609,27.525,1.6
BCt100D_dw5,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dw5_r1/simulation_1,4630,2.311,3.294,9.841,1.7
base_sup0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_sup0.9_r1/simulation_1,5993,33.289,38.869,27.586,1.6
BCt100D_sup0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_sup0.9_r1/simulation_1,4630,7.171,8.423,13.33,1.6
BCt100D_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm0.9_r1/simulation_1,4148,3.134,4.082,10.188,1.4
BCt100D_sup0.8,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_sup0.8_r1/simulation_1,4630,11.123,12.126,15.564,1.5
base_sup0.8,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_sup0.8_r1/simulation_1,5993,40.497,39.316,27.85,1.5
base_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm0.9_r1/simulation_1,5400,17.352,33.296,24.898,2.1
BCt100D_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm1.1_r1/simulation_1,5088,6.84,8.481,13.18,1.7
base_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm1.1_r1/simulation_1,6602,31.854,36.719,26.545,2.1
BCt100D_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm1.2_r1/simulation_1,5570,9.874,8.984,13.755,1.2
base_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm1.2_r1/simulation_1,7212,37.119,35.546,26.297,1.8
BCt100D_dmsurge,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmsurge_r1/simulation_1,4970,9.759,7.938,12.511,1.5
F644_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm0.9_r1/simulation_1,5400,12.241,17.578,17.425,1.4
F644_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm1.1_r1/simulation_1,6602,27.764,33.718,25.436,1.5
F644_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm1.2_r1/simulation_1,7212,33.943,36.23,26.591,1.4
F674_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm0.9_r1/simulation_1,5400,10.907,14.862,15.99,1.3
F674_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm1.1_r1/simulation_1,6602,24.326,32.986,25.146,1.5
F674_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm1.2_r1/simulation_1,7212,30.588,34.019,25.767,1.5
F705_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm0.9_r1/simulation_1,5400,9.407,13.9,15.599,1.4
F705_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm1.1_r1/simulation_1,6602,21.736,32.224,24.886,1.5
F705_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm1.2_r1/simulation_1,7212,28.134,34.729,25.849,1.5
F736_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm0.9_r1/simulation_1,5400,7.741,11.542,14.5,1.5
F736_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm1.1_r1/simulation_1,6602,17.51,30.646,23.994,1.9
F766_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm0.9_r1/simulation_1,5400,6.611,9.003,13.365,1.4
F736_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm1.2_r1/simulation_1,7212,23.835,31.841,24.738,1.6
F766_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm1.1_r1/simulation_1,6602,13.132,17.472,17.844,1.6
F766_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm1.2_r1/simulation_1,7212,20.66,29.99,23.786,2.2
F797_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm0.9_r1/simulation_1,5400,6.296,6.7,11.96,1.9
F797_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm1.1_r1/simulation_1,6602,12.012,14.374,16.229,1.9
F782_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm0.9_r1/simulation_1,5400,6.63,8.35,12.88,1.5
F797_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm1.2_r1/simulation_1,7212,18.497,30.146,23.874,2.2
F870_dm0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm0.9_r1/simulation_1,5400,4.574,5.55,10.844,1.6
F782_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm1.1_r1/simulation_1,6602,12.496,16.081,17.281,2.4
F782_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm1.2_r1/simulation_1,7212,19.648,28.939,23.435,2.5
F870_dm1.1,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm1.1_r1/simulation_1,6602,8.422,12.008,14.888,2.5
F870_dm1.2,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm1.2_r1/simulation_1,7212,11.717,14.308,15.898,2.5
base_T20,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T20_r2/simulation_1,6080,24.72,31.134,24.585,1.5
Ct100D_up0.6,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.6_r0/simulation_1,5116,4.3,8.558,13.212,1.8
BCt100D_T20,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T20_r2/simulation_1,4644,4.974,5.869,12.031,1.6
base_T25,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T25_r2/simulation_1,6080,25.132,33.326,25.394,1.6
BCt100D_T25,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T25_r2/simulation_1,4644,4.673,6.415,12.095,1.8
base_T35,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T35_r2/simulation_1,6080,25.362,34.509,25.985,1.8
BCt100D_T35,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T35_r2/simulation_1,4644,4.285,7.177,12.554,1.7
base_ds3,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_ds3_r0/simulation_1,5931,23.622,34.415,26.195,1.5
BCt100D_T40,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_T40_r2/simulation_1,4644,4.264,7.76,12.902,1.5
base_T40,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_T40_r2/simulation_1,6080,25.526,34.85,26.398,1.8
base_dw5,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dw5_r2/simulation_1,6080,14.145,18.276,17.999,1.6
BCt100D_dw5,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dw5_r2/simulation_1,4644,2.089,3.497,10.189,1.6
base_dw15,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dw15_r2/simulation_1,6080,34.523,37.855,27.159,1.9
BCt100D_dw15,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dw15_r2/simulation_1,4644,9.001,11.453,14.883,1.3
base_sup0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_sup0.9_r2/simulation_1,6080,33.109,38.456,27.769,1.5
BCt100D_sup0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_sup0.9_r2/simulation_1,4644,8.032,8.476,13.39,1.6
base_sup0.8,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_sup0.8_r2/simulation_1,6080,40.395,40.37,28.486,1.4
BCt100D_sup0.8,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_sup0.8_r2/simulation_1,4644,12.748,11.846,15.36,1.5
base_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm0.9_r2/simulation_1,5469,16.274,21.249,19.863,1.4
BCt100D_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm0.9_r2/simulation_1,4197,3.097,4.45,10.737,1.5
BCt100D_dm1.1,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm1.1_r2/simulation_1,5106,7.305,7.606,13.232,1.8
base_dm1.2,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm1.2_r2/simulation_1,7304,38.034,37.914,26.871,1.4
base_dm1.1,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dm1.1_r2/simulation_1,6691,32.476,37.074,26.744,1.8
BCt100D_dm1.2,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dm1.2_r2/simulation_1,5584,9.885,9.241,14.07,1.8
base_dmsurge,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dmsurge_r2/simulation_1,6541,30.408,32.491,25.121,1.8
BCt100D_dmsurge,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmsurge_r2/simulation_1,5000,10.34,7.071,12.472,1.5
F644_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm0.9_r2/simulation_1,5469,14.079,17.472,17.741,1.5
F644_dm1.1,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm1.1_r2/simulation_1,6691,28.68,34.283,25.667,1.5
F644_dm1.2,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F644_dm1.2_r2/simulation_1,7304,34.953,36.855,26.936,1.6
F674_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm0.9_r2/simulation_1,5469,12.58,15.269,16.582,1.6
base_y24,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_y24_r0/simulation_4,4667,2.293,9.671,13.224,1.7
F674_dm1.1,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm1.1_r2/simulation_1,6691,25.049,33.101,25.135,2.2
F705_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm0.9_r2/simulation_1,5469,11.044,13.977,15.724,2.1
F674_dm1.2,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F674_dm1.2_r2/simulation_1,7304,31.982,36.594,26.414,2.2
F705_dm1.1,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm1.1_r2/simulation_1,6691,21.85,30.694,24.216,1.9
F705_dm1.2,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F705_dm1.2_r2/simulation_1,7304,28.464,33.187,25.168,1.8
F736_dm1.1,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm1.1_r2/simulation_1,6691,16.38,20.107,19.264,1.8
F736_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm0.9_r2/simulation_1,5469,8.996,12.94,15.226,1.8
F766_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm0.9_r2/simulation_1,5469,7.68,12.062,14.823,1.8
F736_dm1.2,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F736_dm1.2_r2/simulation_1,7304,24.726,31.302,24.196,2.1
base_y24,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_y24_r0/simulation_5,5626,10.949,14.092,15.743,2.0
F766_dm1.1,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm1.1_r2/simulation_1,6691,14.602,17.728,17.868,1.9
F797_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm0.9_r2/simulation_1,5469,6.82,10.361,13.823,1.7
F766_dm1.2,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F766_dm1.2_r2/simulation_1,7304,20.961,28.668,23.175,1.8
F797_dm1.1,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm1.1_r2/simulation_1,6691,13.57,15.286,16.483,1.9
F797_dm1.2,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F797_dm1.2_r2/simulation_1,7304,18.593,28.103,22.946,1.9
F782_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm0.9_r2/simulation_1,5469,7.204,11.369,14.231,1.5
F782_dm1.1,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm1.1_r2/simulation_1,6691,14.168,14.783,16.378,1.7
F782_dm1.2,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_dm1.2_r2/simulation_1,7304,18.196,23.197,20.701,1.9
F870_dm0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F870_dm0.9_r2/simulation_1,5469,4.699,5.89,11.36,1.7
