time,waiting_passenger_cnt,fail_passenger_cnt,empty_vehicle_cnt,driving_vehicle_cnt,iter_time(second)
766,9,714,0,509,
767,9,714,0,509,
768,13,714,0,509,
769,6,718,0,509,
770,1,723,0,509,
771,1,723,0,509,
772,2,723,0,509,
773,1,723,0,509,
774,2,723,0,509,
775,4,723,0,509,
776,4,723,0,508,
777,3,723,0,508,
778,0,723,0,508,
779,1,723,0,508,
780,0,723,5,520,
781,0,723,7,518,
782,0,723,3,521,
783,0,723,10,514,
784,0,723,8,516,
785,0,723,15,509,
786,0,723,19,505,
787,0,723,20,504,
788,0,723,19,505,
789,0,723,20,504,
790,0,723,19,505,
791,0,723,23,501,
792,0,723,26,498,
793,0,723,29,495,
794,0,723,32,492,
795,0,723,26,498,
796,0,723,25,499,
797,0,723,25,499,
798,0,723,23,501,
799,0,723,25,499,
800,0,723,20,504,
801,0,723,22,502,
802,0,723,22,502,
803,0,723,21,503,
804,0,723,23,501,
805,0,723,18,506,
806,0,723,14,510,
807,0,723,15,508,
808,0,723,15,508,
809,0,723,18,505,
810,0,723,8,515,
811,0,723,5,518,
812,0,723,11,512,
813,0,723,19,504,
814,0,723,18,505,
815,0,723,22,501,
816,0,723,23,500,
817,0,723,22,501,
818,0,723,25,498,
819,0,723,21,502,
820,0,723,14,509,
821,0,723,13,510,
822,0,723,14,509,
823,0,723,20,503,
824,0,723,26,497,
825,0,723,27,496,
826,0,723,19,504,
827,0,723,25,498,
828,0,723,29,494,
829,0,723,21,502,
830,0,723,11,512,
831,0,723,10,512,
832,0,723,11,511,
833,0,723,8,514,
834,0,723,4,518,
835,0,723,2,520,
836,0,723,1,521,
837,0,723,0,522,
838,0,723,1,521,
839,0,723,5,517,
840,5,723,0,526,
841,3,723,0,526,
842,5,723,0,526,
843,8,723,0,526,
844,21,723,0,526,
845,24,723,0,526,
846,24,723,0,525,
847,31,723,0,525,
848,38,723,0,525,
849,42,723,0,525,
850,56,723,0,525,
851,59,723,0,525,
852,56,723,0,525,
853,67,723,0,525,
854,76,723,0,524,
855,83,723,0,524,
856,89,723,0,524,
857,107,723,0,524,
858,113,723,0,524,
859,110,723,0,524,
860,132,723,0,524,
861,137,723,0,524,
862,145,723,0,524,
863,147,723,0,524,
864,152,723,0,524,
865,157,723,0,524,
866,155,723,0,524,
867,155,723,0,524,
868,147,723,0,524,
869,154,723,0,524,
870,169,726,0,524,
871,173,726,0,524,
872,172,728,0,524,
873,171,731,0,524,
874,166,744,0,524,
875,169,747,0,524,
876,179,747,0,524,
877,179,754,0,524,
878,189,761,0,524,
879,195,765,0,524,
880,184,779,0,524,
881,187,779,0,524,
882,189,779,0,524,
883,177,790,0,524,
884,181,799,0,524,
885,180,806,0,524,
886,171,812,0,524,
887,152,830,0,524,
888,154,833,0,524,
889,165,833,0,524,
890,157,855,0,524,
891,157,860,0,524,
892,168,867,0,524,
893,175,870,0,524,
894,185,870,0,524,
895,194,870,0,524,
896,197,870,0,523,
897,201,870,0,523,
898,212,870,0,523,
899,206,877,0,523,
900,195,895,0,540,
901,197,899,0,540,
902,204,900,0,540,
903,204,902,0,539,
904,198,910,0,539,
905,197,916,0,539,
906,199,926,0,539,
907,196,933,0,539,
908,188,950,0,539,
909,182,960,0,539,
910,190,963,0,539,
911,197,966,0,539,
912,196,967,0,539,
913,198,967,0,539,
914,185,980,0,539,
915,201,982,0,539,
916,211,982,0,539,
917,215,982,0,539,
918,209,987,0,539,
919,200,998,0,539,
920,201,1012,0,539,
921,200,1017,0,539,
922,186,1035,0,539,
923,185,1045,0,539,
924,177,1055,0,539,
925,176,1064,0,539,
926,174,1067,0,539,
927,177,1071,0,539,
928,175,1082,0,539,
929,177,1083,0,539,
930,174,1090,0,539,
931,161,1096,0,539,
932,150,1104,0,539,
933,142,1106,0,539,
934,142,1108,0,539,
935,141,1113,0,539,
936,132,1125,0,539,
937,124,1129,0,539,
938,116,1138,0,539,
939,114,1142,0,539,
940,107,1153,0,538,
941,99,1161,0,538,
942,95,1161,0,538,
943,96,1162,0,538,
944,93,1165,0,538,
945,70,1183,0,538,
946,58,1193,0,538,
947,56,1196,0,538,
948,57,1196,0,538,
949,56,1198,0,538,
950,44,1213,0,538,
951,41,1217,0,538,
952,34,1221,0,538,
953,21,1230,0,538,
954,22,1232,0,538,
955,7,1240,0,538,
956,5,1241,1,534,
957,0,1246,2,532,
958,0,1246,3,525,
959,0,1246,1,523,
960,2,1246,0,535,
961,6,1246,0,532,
962,6,1246,0,529,
963,11,1246,0,526,
964,8,1246,0,523,
965,7,1246,0,519,
966,5,1246,0,516,
967,6,1246,0,512,
968,8,1246,0,507,
969,9,1246,0,502,
970,10,1246,0,501,
971,12,1246,0,500,
972,14,1246,0,495,
973,10,1246,0,493,
974,9,1246,0,491,
975,14,1246,0,488,
976,17,1246,0,485,
977,17,1246,0,482,
978,19,1246,0,480,
979,13,1246,0,477,
980,25,1246,0,475,
981,28,1246,0,471,
982,24,1246,0,466,
983,23,1246,0,465,
984,22,1246,0,462,
985,22,1246,0,458,
986,24,1246,0,455,
987,27,1246,0,447,
988,27,1246,0,442,
989,28,1246,0,439,
990,35,1248,0,436,
991,35,1251,0,432,
992,36,1251,0,430,
993,34,1251,0,430,
994,36,1251,0,425,
995,33,1251,0,423,
996,33,1251,0,421,
997,31,1252,0,420,
998,32,1254,0,418,
999,26,1255,0,416,
1000,24,1255,0,414,
1001,26,1255,0,409,
1002,27,1255,0,407,
1003,23,1255,0,406,
1004,26,1255,0,404,
1005,21,1259,0,404,
1006,26,1259,0,400,
1007,24,1259,0,396,
1008,23,1259,0,393,
1009,19,1259,0,391,
1010,12,1268,0,390,
1011,5,1268,0,389,
1012,2,1268,0,387,
1013,4,1268,0,386,
1014,6,1268,0,385,
1015,8,1268,0,382,
1016,9,1270,0,379,
1017,4,1270,0,377,
1018,4,1270,0,373,
1019,1,1270,0,370,
1020,7,1270,0,371,
1021,5,1270,0,368,
1022,7,1270,0,367,
1023,6,1270,0,362,
1024,3,1270,0,360,
1025,3,1270,0,355,
1026,2,1270,0,351,
1027,4,1270,0,348,
1028,7,1270,0,347,
1029,7,1270,0,345,
1030,19,1270,0,343,
1031,19,1270,0,342,
1032,23,1270,0,339,
1033,22,1270,0,337,
1034,16,1270,0,333,
1035,19,1270,0,331,
1036,23,1270,0,328,
1037,25,1270,0,323,
1038,22,1270,0,321,
1039,26,1270,0,320,
1040,25,1270,0,318,
1041,24,1270,0,318,
1042,29,1270,0,317,
1043,26,1271,0,313,
1044,28,1271,0,313,
1045,23,1271,0,312,
1046,22,1271,0,310,
1047,23,1271,0,309,
1048,24,1271,0,309,
1049,22,1271,0,305,
1050,23,1272,0,304,
1051,23,1272,0,303,
1052,21,1272,0,302,
1053,13,1272,0,299,
1054,11,1272,0,298,
1055,10,1272,0,298,
1056,12,1272,0,295,
1057,15,1274,0,294,
1058,12,1277,0,294,
1059,12,1277,0,292,
1060,14,1282,0,291,
1061,12,1282,0,290,
1062,11,1282,0,289,
1063,7,1282,0,289,
1064,6,1282,0,289,
1065,5,1282,0,288,
1066,0,1282,1,287,
1067,1,1282,0,287,
1068,0,1282,1,285,
1069,0,1282,1,284,
1070,0,1282,1,284,
1071,0,1282,5,277,
1072,0,1282,3,278,
1073,0,1282,4,276,
1074,0,1282,5,275,
1075,0,1282,4,274,
1076,0,1282,9,268,
1077,0,1282,7,268,
1078,0,1282,10,264,
1079,0,1282,11,263,
1080,0,1282,13,261,
1081,0,1282,16,257,
1082,0,1282,16,255,
1083,0,1282,17,254,
1084,0,1282,18,252,
1085,0,1282,18,251,
1086,0,1282,19,248,
1087,0,1282,21,246,
1088,0,1282,20,246,
1089,0,1282,22,244,
1090,0,1282,26,240,
1091,0,1282,30,236,
1092,0,1282,31,234,
1093,0,1282,31,234,
1094,0,1282,33,231,
1095,0,1282,35,228,
1096,0,1282,39,223,
1097,0,1282,38,223,
1098,0,1282,42,219,
1099,0,1282,42,219,
1100,0,1282,45,214,
1101,0,1282,50,209,
