time,waiting_passenger_cnt,fail_passenger_cnt,empty_vehicle_cnt,driving_vehicle_cnt,iter_time(second)
1029,24,1436,0,350,
1030,27,1436,0,348,
1031,25,1436,0,348,
1032,26,1436,0,346,
1033,25,1436,0,344,
1034,22,1436,0,344,
1035,23,1436,0,342,
1036,29,1436,0,341,
1037,25,1436,0,336,
1038,24,1436,0,332,
1039,26,1436,0,327,
1040,30,1436,0,326,
1041,30,1436,0,326,
1042,29,1436,0,323,
1043,26,1436,0,322,
1044,27,1436,0,321,
1045,25,1436,0,319,
1046,25,1436,0,319,
1047,22,1436,0,318,
1048,17,1436,0,316,
1049,15,1436,0,315,
1050,11,1445,0,313,
1051,9,1445,0,312,
1052,11,1445,0,310,
1053,6,1449,0,309,
1054,5,1451,0,306,
1055,7,1451,0,305,
1056,7,1451,0,303,
1057,10,1451,0,301,
1058,13,1451,0,301,
1059,13,1451,0,301,
1060,14,1451,0,300,
1061,8,1451,0,298,
1062,10,1451,0,298,
1063,6,1451,0,297,
1064,8,1451,0,295,
1065,7,1451,0,293,
1066,7,1451,0,293,
1067,8,1451,0,293,
1068,4,1451,0,292,
1069,3,1451,0,292,
1070,3,1451,0,289,
1071,3,1451,0,288,
1072,1,1451,0,288,
1073,1,1451,0,285,
1074,0,1451,0,284,
1075,1,1451,0,282,
1076,0,1451,2,280,
1077,0,1451,3,277,
1078,0,1451,2,277,
1079,0,1451,4,275,
1080,0,1451,6,274,
1081,0,1451,8,271,
1082,0,1451,6,273,
1083,0,1451,5,273,
1084,0,1451,7,271,
1085,0,1451,8,270,
1086,0,1451,12,264,
1087,0,1451,18,256,
1088,0,1451,18,256,
1089,0,1451,22,252,
1090,0,1451,22,251,
1091,0,1451,22,251,
1092,0,1451,24,249,
1093,0,1451,25,248,
1094,0,1451,26,247,
1095,0,1451,28,245,
1096,0,1451,29,243,
1097,0,1451,32,238,
1098,0,1451,34,236,
1099,0,1451,32,237,
1100,0,1451,37,232,
1101,0,1451,38,231,
1102,0,1451,37,232,
1103,0,1451,41,228,
1104,0,1451,43,224,
1105,0,1451,46,220,
1106,0,1451,48,218,
1107,0,1451,50,214,
1108,0,1451,50,213,
1109,0,1451,50,213,
1110,0,1451,50,213,
1111,0,1451,51,212,
1112,0,1451,50,210,
1113,0,1451,51,209,
1114,0,1451,48,211,
1115,0,1451,48,211,
1116,0,1451,47,211,
1117,0,1451,47,210,
1118,0,1451,51,206,
1119,0,1451,48,207,
1120,0,1451,51,203,
1121,0,1451,53,201,
1122,0,1451,53,201,
1123,0,1451,56,198,
1124,0,1451,57,197,
1125,0,1451,57,197,
1126,0,1451,57,197,
1127,0,1451,55,198,
1128,0,1451,55,198,
1129,0,1451,57,196,
1130,0,1451,60,193,
1131,0,1451,58,194,
1132,0,1451,62,190,
1133,0,1451,63,189,
1134,0,1451,67,185,
1135,0,1451,70,182,
1136,0,1451,54,181,
1137,0,1451,54,180,
1138,0,1451,51,181,
1139,0,1451,52,179,
1140,0,1451,59,177,
1141,0,1451,59,177,
1142,0,1451,62,174,
1143,0,1451,63,173,
1144,0,1451,62,173,
1145,0,1451,62,173,
1146,0,1451,62,172,
1147,0,1451,63,171,
1148,0,1451,63,170,
1149,0,1451,64,168,
1150,0,1451,68,164,
1151,0,1451,69,162,
1152,0,1451,68,163,
1153,0,1451,68,158,
1154,0,1451,71,155,
1155,0,1451,71,155,
1156,0,1451,72,154,
1157,0,1451,75,149,
1158,0,1451,80,142,
1159,0,1451,80,142,
1160,0,1451,81,140,
1161,0,1451,83,137,
1162,0,1451,87,132,
1163,0,1451,90,126,
1164,0,1451,92,124,
1165,0,1451,96,119,
1166,0,1451,97,117,
1167,0,1451,96,118,
1168,0,1451,98,115,
1169,0,1451,99,112,
1170,0,1451,97,114,
1171,0,1451,97,113,
1172,0,1451,97,113,
1173,0,1451,100,109,
1174,0,1451,98,109,
1175,0,1451,97,110,
1176,0,1451,97,110,
1177,0,1451,95,112,
1178,0,1451,95,111,
1179,0,1451,94,111,
1180,0,1451,96,109,
1181,0,1451,95,109,
1182,0,1451,97,106,
1183,0,1451,99,103,
1184,0,1451,102,98,
1185,0,1451,101,99,
1186,0,1451,99,101,
1187,0,1451,101,99,
1188,0,1451,104,96,
1189,0,1451,107,93,
1190,0,1451,106,94,
1191,0,1451,107,93,
1192,0,1451,110,89,
1193,0,1451,112,87,
1194,0,1451,111,88,
1195,0,1451,114,85,
1196,0,1451,114,85,
1197,0,1451,115,84,
1198,0,1451,114,85,
1199,0,1451,116,82,
1200,0,1451,118,82,
1201,0,1451,119,81,
1202,0,1451,120,80,
1203,0,1451,122,78,
1204,0,1451,119,81,
1205,0,1451,124,76,
1206,0,1451,122,78,
1207,0,1451,123,77,
1208,0,1451,121,77,
1209,0,1451,123,75,
1210,0,1451,123,75,
1211,0,1451,125,73,
1212,0,1451,124,74,
1213,0,1451,124,74,
1214,0,1451,123,75,
1215,0,1451,122,76,
1216,0,1451,121,77,
1217,0,1451,121,77,
1218,0,1451,121,77,
1219,0,1451,120,78,
1220,0,1451,122,75,
1221,0,1451,122,75,
1222,0,1451,122,75,
1223,0,1451,124,73,
1224,0,1451,126,71,
1225,0,1451,126,71,
1226,0,1451,129,68,
1227,0,1451,127,70,
1228,0,1451,127,69,
1229,0,1451,128,68,
1230,0,1451,127,69,
1231,0,1451,129,67,
1232,0,1451,127,69,
1233,0,1451,125,71,
1234,0,1451,125,71,
1235,0,1451,125,71,
1236,0,1451,126,69,
1237,0,1451,123,72,
1238,0,1451,123,72,
1239,0,1451,123,72,
1240,0,1451,123,72,
1241,0,1451,124,71,
1242,0,1451,124,71,
1243,0,1451,123,72,
1244,0,1451,124,71,
1245,0,1451,123,72,
1246,0,1451,129,66,
1247,0,1451,130,65,
1248,0,1451,133,62,
1249,0,1451,131,64,
1250,0,1451,133,62,
1251,0,1451,136,59,
1252,0,1451,136,59,
1253,0,1451,137,57,
1254,0,1451,137,57,
1255,0,1451,135,59,
1256,0,1451,44,60,
1257,0,1451,46,58,
1258,0,1451,45,59,
1259,0,1451,44,60,
1260,0,1451,46,59,
1261,0,1451,45,58,
1262,0,1451,42,61,
1263,0,1451,42,60,
1264,0,1451,43,58,
1265,0,1451,42,54,
1266,0,1451,42,53,
1267,0,1451,42,53,
1268,0,1451,42,51,
1269,0,1451,43,49,
1270,0,1451,43,46,
1271,0,1451,46,41,
1272,0,1451,46,41,
1273,0,1451,46,41,
1274,0,1451,46,40,
1275,0,1451,45,39,
1276,0,1451,45,39,
1277,0,1451,45,37,
1278,0,1451,44,37,
1279,0,1451,43,38,
1280,0,1451,43,38,
1281,0,1451,42,38,
1282,0,1451,43,37,
1283,0,1451,42,38,
1284,0,1451,42,38,
1285,0,1451,42,38,
1286,0,1451,42,38,
1287,0,1451,42,37,
1288,0,1451,43,34,
1289,0,1451,43,33,
1290,0,1451,42,34,
1291,0,1451,40,36,
1292,0,1451,39,36,
1293,0,1451,40,34,
1294,0,1451,41,32,
1295,0,1451,41,32,
1296,0,1451,40,32,
1297,0,1451,40,32,
1298,0,1451,41,31,
1299,0,1451,41,31,
1300,0,1451,41,31,
1301,0,1451,41,31,
1302,0,1451,42,29,
1303,0,1451,42,29,
1304,0,1451,42,29,
1305,0,1451,42,29,
1306,0,1451,44,27,
1307,0,1451,44,27,
1308,0,1451,45,26,
1309,0,1451,46,25,
1310,0,1451,47,23,
1311,0,1451,47,22,
1312,0,1451,45,23,
1313,0,1451,44,24,
1314,0,1451,43,25,
1315,0,1451,44,24,
1316,0,1451,32,24,
1317,0,1451,32,23,
1318,0,1451,32,23,
1319,0,1451,32,23,
1320,0,1451,30,24,
1321,0,1451,32,22,
1322,0,1451,32,22,
1323,0,1451,33,21,
1324,0,1451,33,21,
1325,0,1451,33,21,
1326,0,1451,32,22,
1327,0,1451,32,22,
1328,0,1451,32,22,
1329,0,1451,31,23,
1330,0,1451,31,23,
1331,0,1451,31,23,
1332,0,1451,31,23,
1333,0,1451,30,24,
1334,0,1451,30,24,
1335,0,1451,27,27,
1336,0,1451,27,27,
1337,0,1451,27,27,
1338,0,1451,27,27,
1339,0,1451,27,27,
1340,0,1451,26,28,
1341,0,1451,27,27,
1342,0,1451,26,28,
1343,0,1451,26,28,
1344,0,1451,24,30,
1345,0,1451,24,30,
1346,0,1451,25,29,
1347,0,1451,25,29,
1348,0,1451,26,28,
1349,0,1451,26,28,
1350,0,1451,26,27,
1351,0,1451,27,26,
1352,0,1451,27,26,
1353,0,1451,27,26,
1354,0,1451,28,24,
1355,0,1451,28,24,
1356,0,1451,28,24,
1357,0,1451,28,24,
1358,0,1451,28,24,
1359,0,1451,28,24,
1360,0,1451,27,25,
1361,0,1451,26,26,
1362,0,1451,27,25,
1363,0,1451,27,25,
1364,0,1451,28,24,
1365,0,1451,28,24,
1366,0,1451,28,24,
1367,0,1451,30,22,
1368,0,1451,32,20,
1369,0,1451,32,19,
1370,0,1451,32,19,
1371,0,1451,32,19,
1372,0,1451,32,19,
1373,0,1451,32,19,
1374,0,1451,32,19,
1375,0,1451,32,19,
1376,0,1451,29,19,
1377,0,1451,29,19,
1378,0,1451,28,20,
1379,0,1451,30,18,
1380,0,1451,30,18,
1381,0,1451,30,18,
1382,0,1451,30,18,
1383,0,1451,31,17,
1384,0,1451,32,16,
1385,0,1451,34,14,
1386,0,1451,34,14,
1387,0,1451,34,14,
1388,0,1451,33,15,
1389,0,1451,34,14,
1390,0,1451,34,14,
1391,0,1451,33,15,
1392,0,1451,33,15,
1393,0,1451,33,15,
1394,0,1451,33,15,
1395,0,1451,34,14,
1396,0,1451,34,14,
1397,0,1451,34,14,
1398,0,1451,34,14,
1399,0,1451,34,14,
1400,0,1451,34,14,
1401,0,1451,34,14,
1402,0,1451,34,14,
1403,0,1451,36,12,
1404,0,1451,38,10,
1405,0,1451,38,10,
1406,0,1451,38,10,
1407,0,1451,38,10,
1408,0,1451,38,10,
1409,0,1451,38,10,
1410,0,1451,37,11,
1411,0,1451,37,11,
1412,0,1451,37,11,
1413,0,1451,38,10,
1414,0,1451,39,9,
1415,0,1451,41,7,
1416,0,1451,41,6,
1417,0,1451,41,6,
1418,0,1451,41,6,
1419,0,1451,42,5,
1420,0,1451,42,5,
1421,0,1451,42,5,
1422,0,1451,41,6,
1423,0,1451,41,6,
1424,0,1451,41,6,
1425,0,1451,41,6,
1426,0,1451,41,6,
1427,0,1451,41,6,
1428,0,1451,41,6,
1429,0,1451,41,6,
1430,0,1451,41,6,
1431,0,1451,42,5,
1432,0,1451,43,4,
1433,0,1451,43,4,
1434,0,1451,43,4,
1435,0,1451,43,4,
1436,0,1451,0,4,
1437,0,1451,0,4,
1438,0,1451,0,4,
1439,0,1451,0,3,
