time,waiting_passenger_cnt,fail_passenger_cnt,empty_vehicle_cnt,driving_vehicle_cnt,iter_time(second)
360,0,0,17,13,
361,0,0,10,20,
362,0,0,5,25,
363,0,0,2,28,
364,2,0,1,29,
365,2,0,0,30,
366,2,0,0,30,
367,2,0,0,30,
368,4,0,0,30,
369,5,0,0,30,
370,6,0,0,30,
371,8,0,0,30,
372,8,0,0,30,
373,9,0,0,30,
374,11,0,0,30,
375,13,0,0,30,
376,15,0,0,30,
377,16,0,0,30,
378,17,0,0,30,
379,19,0,0,30,
380,21,0,0,30,
381,22,0,0,30,
382,24,0,0,30,
383,25,0,0,30,
384,26,0,0,30,
385,29,0,0,30,
386,30,0,0,30,
387,30,0,0,30,
388,30,0,0,30,
389,30,0,0,30,
390,37,0,0,30,
391,39,0,0,30,
392,46,0,0,30,
393,48,0,0,30,
394,46,2,0,30,
395,45,2,0,30,
396,47,2,0,30,
397,49,2,0,30,
398,47,4,0,30,
399,48,5,0,30,
400,49,6,0,30,
401,47,8,0,30,
402,48,8,0,30,
403,46,9,0,30,
404,42,11,0,30,
405,41,13,0,30,
406,40,15,0,30,
407,40,16,0,30,
408,41,17,0,30,
409,41,19,0,30,
410,43,21,0,30,
411,47,22,0,30,
412,44,24,0,30,
413,48,25,0,30,
414,51,26,0,30,
415,50,29,0,30,
416,50,30,0,30,
417,53,30,0,30,
418,54,30,0,30,
419,58,30,0,30,
420,0,37,17,223,
421,0,37,11,229,
422,0,37,5,234,
423,7,37,1,238,
424,11,37,0,239,
425,15,37,0,239,
426,20,37,0,239,
427,28,37,0,239,
428,35,37,0,239,
429,42,37,0,239,
430,52,37,0,239,
431,59,37,0,239,
432,64,37,0,239,
433,71,37,0,239,
434,74,37,0,239,
435,88,37,0,239,
436,94,37,0,239,
437,100,37,0,239,
438,106,37,0,239,
439,110,37,0,239,
440,128,37,0,239,
441,141,37,0,239,
442,150,37,0,239,
443,160,37,0,239,
444,170,37,0,239,
445,176,37,0,239,
446,187,37,0,239,
447,196,37,0,239,
448,207,37,0,238,
449,215,37,0,238,
450,227,37,0,238,
451,234,37,0,238,
452,238,37,0,238,
453,242,44,0,238,
454,244,48,0,238,
455,244,52,0,238,
456,236,57,0,238,
457,240,65,0,238,
458,235,72,0,238,
459,238,79,0,238,
460,251,89,0,238,
461,257,96,0,238,
462,257,101,0,238,
463,258,108,0,238,
464,255,111,0,236,
465,242,125,0,235,
466,239,131,0,235,
467,236,137,0,235,
468,233,143,0,235,
469,230,147,0,235,
470,226,165,0,235,
471,217,178,0,235,
472,213,187,0,235,
473,203,197,0,235,
474,195,207,0,235,
475,198,213,0,235,
476,190,224,0,234,
477,187,233,0,234,
478,189,244,0,234,
479,178,252,0,234,
480,188,264,0,323,
481,182,271,0,323,
482,183,275,0,323,
483,171,286,0,323,
484,165,292,0,323,
485,167,293,0,323,
486,173,293,0,323,
487,164,305,0,323,
488,171,307,0,323,
489,165,317,0,323,
490,146,340,0,323,
491,136,353,0,323,
492,139,358,0,323,
493,132,366,0,323,
494,136,366,0,323,
495,137,367,0,323,
496,135,370,0,323,
497,137,373,0,323,
498,136,376,0,323,
499,138,377,0,323,
500,136,391,0,322,
501,134,395,0,322,
502,131,400,0,322,
503,135,400,0,322,
504,136,402,0,322,
505,130,411,0,322,
506,130,414,0,322,
507,127,420,0,322,
508,117,430,0,322,
509,117,430,0,322,
510,104,452,0,322,
511,105,453,0,322,
512,101,457,0,322,
513,100,457,0,322,
514,98,457,0,322,
515,95,460,0,322,
516,89,466,0,322,
517,91,469,0,322,
518,84,478,0,322,
519,79,482,0,322,
520,80,486,0,321,
521,74,489,0,321,
522,71,496,0,321,
523,67,498,0,321,
524,60,502,0,321,
525,59,503,0,321,
526,58,505,0,321,
527,55,510,0,321,
528,50,512,0,321,
529,43,515,0,321,
530,35,527,0,321,
531,30,529,0,321,
532,28,531,0,321,
533,22,535,0,321,
534,21,538,0,321,
535,17,541,0,321,
536,13,544,0,321,
537,11,547,0,321,
538,13,547,1,320,
539,10,547,0,321,
540,0,555,5,324,
541,0,555,3,326,
542,0,555,4,325,
543,0,555,5,324,
544,2,555,1,328,
545,2,555,2,327,
546,0,555,7,322,
547,0,555,12,317,
548,0,555,14,315,
549,0,555,15,314,
550,0,555,18,311,
551,0,555,22,307,
552,0,555,20,309,
553,0,555,15,314,
554,0,555,15,314,
555,0,555,14,315,
556,0,555,17,312,
557,0,555,18,311,
558,0,555,16,312,
559,0,555,17,311,
560,0,555,18,310,
561,0,555,19,309,
562,0,555,23,304,
563,0,555,22,305,
564,0,555,22,305,
565,0,555,22,305,
566,0,555,22,305,
567,0,555,30,297,
568,0,555,34,293,
569,0,555,37,290,
570,0,555,32,295,
571,0,555,29,298,
572,0,555,31,296,
573,0,555,30,297,
574,0,555,32,295,
575,0,555,31,296,
576,0,555,37,290,
577,0,555,34,293,
578,0,555,32,295,
579,0,555,33,294,
580,0,555,32,295,
581,0,555,32,295,
582,0,555,33,294,
583,0,555,30,297,
584,0,555,27,300,
585,0,555,25,302,
586,0,555,21,306,
587,0,555,23,304,
588,0,555,27,300,
589,0,555,27,300,
590,0,555,26,301,
591,0,555,31,296,
592,0,555,30,297,
593,0,555,32,295,
594,0,555,33,294,
595,0,555,27,300,
596,0,555,29,298,
597,0,555,28,299,
598,0,555,28,299,
599,0,555,24,303,
600,0,555,21,365,
601,0,555,21,365,
602,0,555,24,362,
603,0,555,29,357,
604,0,555,31,355,
605,0,555,31,355,
606,0,555,27,359,
607,0,555,24,362,
608,0,555,25,361,
609,0,555,33,353,
610,0,555,33,353,
611,0,555,31,355,
612,0,555,30,356,
613,0,555,33,353,
614,0,555,35,351,
615,0,555,35,351,
616,0,555,40,346,
617,0,555,42,344,
618,0,555,37,349,
619,0,555,38,348,
620,0,555,38,348,
621,0,555,40,346,
622,0,555,37,349,
623,0,555,37,349,
624,0,555,32,354,
625,0,555,30,356,
626,0,555,33,353,
627,0,555,36,350,
628,0,555,34,352,
629,0,555,34,352,
630,0,555,27,359,
631,0,555,31,355,
632,0,555,33,353,
633,0,555,36,350,
634,0,555,37,349,
635,0,555,35,351,
636,0,555,36,350,
637,0,555,39,347,
638,0,555,39,347,
639,0,555,37,349,
640,0,555,37,349,
641,0,555,40,346,
642,0,555,43,343,
643,0,555,45,341,
644,0,555,52,334,
645,0,555,54,332,
646,0,555,56,330,
647,0,555,58,328,
648,0,555,57,329,
649,0,555,63,323,
650,0,555,67,319,
651,0,555,73,313,
652,0,555,73,313,
653,0,555,72,314,
654,0,555,69,317,
655,0,555,64,322,
656,0,555,67,319,
657,0,555,63,323,
658,0,555,59,327,
659,0,555,63,323,
660,0,555,61,327,
661,0,555,63,325,
662,0,555,63,325,
663,0,555,63,325,
664,0,555,57,331,
665,0,555,60,328,
666,0,555,56,332,
667,0,555,56,332,
668,0,555,58,330,
669,0,555,61,327,
670,0,555,55,333,
671,0,555,49,339,
672,0,555,46,342,
673,0,555,48,340,
674,0,555,45,343,
675,0,555,40,348,
676,0,555,42,346,
677,0,555,35,353,
678,0,555,36,352,
679,0,555,34,354,
680,0,555,26,362,
681,0,555,26,362,
682,0,555,26,362,
683,0,555,19,369,
684,0,555,22,366,
685,0,555,18,370,
686,0,555,12,376,
687,0,555,12,376,
688,0,555,9,379,
689,0,555,10,378,
690,0,555,7,381,
691,0,555,4,384,
692,9,555,0,388,
